fold,classifier,resampler,mcc,rank
15,LogisticReg,none,0.6799237430008577,3.0
15,J48,ros,0.5044185153893525,1.0
15,KNN,ros,0.6326437348445768,3.0
15,CART,ros,0.47038993052672956,4.0
15,Radial_SVM,ros,0.5952918846948437,4.0
15,Linear_SVM,ros,0.6529464230233836,4.0
15,NNet,ros,0.6577777777777778,3.0
15,NaiveBayes,ros,0.6176666813419998,4.0
15,LogisticReg,ros,0.6892216298306771,2.0
15,J48,smote,0.4123951744684367,3.0
15,KNN,smote,0.6007407407407407,4.0
15,CART,smote,0.53168727464995,3.0
15,Radial_SVM,smote,0.6326437348445768,3.0
15,Linear_SVM,smote,0.7110699774428061,2.0
15,NNet,smote,0.5660264374862303,4.0
15,NaiveBayes,smote,0.6407311295324921,2.5
15,LogisticReg,smote,0.7148148148148148,1.0
15,J48,smotewb,0.4733002574487753,2.0
15,KNN,smotewb,0.7110699774428061,2.0
15,CART,smotewb,0.5863467140999449,1.5
15,Radial_SVM,smotewb,0.7110699774428061,2.0
15,Linear_SVM,smotewb,0.6806979057901701,3.0
15,NNet,smotewb,0.6806979057901701,1.0
15,NaiveBayes,smotewb,0.6407311295324921,2.5
15,LogisticReg,smotewb,0.6529464230233836,4.0
16,J48,none,0.33312350897200604,3.0
16,KNN,none,0.36167967605963075,1.0
16,CART,none,0.5433297407718514,1.0
16,Radial_SVM,none,0.5687822180346598,1.0
16,Linear_SVM,none,0.6219381089898975,1.0
16,NNet,none,0.43438080837749576,2.0
16,NaiveBayes,none,0.49168511697452694,1.0
16,LogisticReg,none,0.626333112632122,1.0
16,J48,ros,0.3385786396448106,2.0
16,KNN,ros,0.3435479671913616,3.0
16,CART,ros,0.3677089562999654,4.0
16,Radial_SVM,ros,0.3987738408317266,3.0
16,Linear_SVM,ros,0.4521826354499575,3.0
16,NNet,ros,0.3812668313067886,4.0
16,NaiveBayes,ros,0.4888552745746736,2.0
16,LogisticReg,ros,0.4521826354499575,3.0
16,J48,smote,0.3879322914310754,1.0
16,KNN,smote,0.2514157444218836,4.0
16,CART,smote,0.4629100498862757,2.0
16,Radial_SVM,smote,0.3812668313067886,4.0
16,Linear_SVM,smote,0.3987738408317266,4.0
16,NNet,smote,0.40267306076981585,3.0
16,NaiveBayes,smote,0.43438080837749576,4.0
16,LogisticReg,smote,0.4164073266987447,4.0
16,J48,smotewb,0.29855619650098675,4.0
16,KNN,smotewb,0.34430075507689306,2.0
16,CART,smotewb,0.4521826354499575,3.0
16,Radial_SVM,smotewb,0.47038993052672956,2.0
16,Linear_SVM,smotewb,0.4888552745746736,2.0
16,NNet,smotewb,0.5267023871299493,1.0
16,NaiveBayes,smotewb,0.4531761478527484,3.0
16,LogisticReg,smotewb,0.507613844240676,2.0
17,J48,none,0.4398765500800706,2.0
17,KNN,none,0.36232865092627065,4.0
17,CART,none,0.43010856046828544,2.0
17,Radial_SVM,none,0.396265244237808,4.0
17,Linear_SVM,none,0.3615399583301107,3.0
17,NNet,none,0.4666666666666667,1.0
17,NaiveBayes,none,0.3725925925925926,4.0
17,LogisticReg,none,0.4336735806213181,2.0
17,J48,ros,0.519487944872376,1.0
17,KNN,ros,0.3633892979661664,3.0
17,CART,ros,0.4063321549001754,3.0
17,Radial_SVM,ros,0.4770278351999552,1.0
17,Linear_SVM,ros,0.3401851500506696,4.0
17,NNet,ros,0.4296142637737487,3.0
17,NaiveBayes,ros,0.39568145630893564,2.5
17,LogisticReg,ros,0.36167967605963075,4.0
17,J48,smote,0.23659846994187425,4.0
17,KNN,smote,0.4722646907420217,1.0
17,CART,smote,0.31304951684997057,4.0
17,Radial_SVM,smote,0.4733002574487753,2.0
17,Linear_SVM,smote,0.4063321549001754,1.0
17,NNet,smote,0.4511777625672017,2.0
17,NaiveBayes,smote,0.39568145630893564,2.5
17,LogisticReg,smote,0.4629100498862757,1.0
17,J48,smotewb,0.2931763649279746,3.0
17,KNN,smotewb,0.46354777877784786,2.0
17,CART,smotewb,0.44565871858907996,1.0
17,Radial_SVM,smotewb,0.4629100498862757,3.0
17,Linear_SVM,smotewb,0.36232865092627065,2.0
17,NNet,smotewb,0.3961295342422729,4.0
17,NaiveBayes,smotewb,0.417489966754203,1.0
17,LogisticReg,smotewb,0.36232865092627065,3.0
18,J48,none,0.263584672751353,4.0
18,KNN,none,0.3958997306599194,3.0
18,CART,none,0.273589244764985,3.0
18,Radial_SVM,none,0.33924972233852685,4.0
18,Linear_SVM,none,0.2695659955879105,3.0
18,NNet,none,0.4116003309349976,2.0
18,NaiveBayes,none,0.3347444877124522,2.0
18,LogisticReg,none,0.33924972233852685,4.0
18,J48,ros,0.31169217932443327,2.0
18,KNN,ros,0.47376382757987345,2.0
